   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A100674]     A100672]          
       Unitless              ms               m   
       365.0000       942.84851      1007.62598 
       366.0000       942.97174      1007.77838 
       367.0000       943.09149      1007.93079 
       368.0000       943.20947      1008.08319 
       369.0000       943.32892      1008.23560 
       370.0000       943.45111      1008.38800 
       371.0000       943.57532      1008.54041 
       372.0000       943.70276      1008.69281 
       373.0000       943.83179      1008.84521 
       374.0000       943.96002      1008.99762 
       375.0000       944.08850      1009.15002 
       376.0000       944.21716      1009.30243 
       377.0000       944.34644      1009.45477 
       378.0000       944.47931      1009.60718 
       379.0000       944.61359      1009.75958 
       380.0000       944.74432      1009.91199 
       381.0000       944.86957      1010.06439 
       382.0000       944.98944      1010.21680 
       383.0000       945.10651      1010.36920 
       384.0000       945.22516      1010.52161 
       385.0000       945.34735      1010.67401 
       386.0000       945.47137      1010.82642 
       387.0000       945.59668      1010.97882 
       388.0000       945.72498      1011.13123 
       389.0000       945.85657      1011.28363 
       390.0000       945.99084      1011.43597 
       391.0000       946.12500      1011.58838 
       392.0000       946.25671      1011.74078 
       393.0000       946.38611      1011.89319 
       394.0000       946.51428      1012.04559 
       395.0000       946.64026      1012.19800 
       396.0000       946.76300      1012.35040 
       397.0000       946.88361      1012.50281 
       398.0000       947.00531      1012.65521 
       399.0000       947.13196      1012.80762 
       400.0000       947.26385      1012.96002 
       401.0000       947.39777      1013.11243 
       402.0000       947.53027      1013.26477 
       403.0000       947.65948      1013.41718 
       404.0000       947.78400      1013.56958 
       405.0000       947.90436      1013.72198 
       406.0000       948.02264      1013.87439 
       407.0000       948.14160      1014.02679 
       408.0000       948.26453      1014.17920 
       409.0000       948.39240      1014.33160 
       410.0000       948.52338      1014.48401 
       411.0000       948.65442      1014.63641 
       412.0000       948.78320      1014.78882 
       413.0000       948.91095      1014.94122 
       414.0000       949.03943      1015.09363 
       415.0000       949.16736      1015.24597 
       416.0000       949.29248      1015.39838 
       417.0000       949.41382      1015.55078 
       418.0000       949.53027      1015.70319 
       419.0000       949.64325      1015.85559 
       420.0000       949.75665      1016.00800 
       421.0000       949.87476      1016.16040 
       422.0000       950.00128      1016.31281 
       423.0000       950.13678      1016.46521 
       424.0000       950.27991      1016.61761 
       425.0000       950.42615      1016.77002 
       426.0000       950.56909      1016.92242 
       427.0000       950.70673      1017.07483 
       428.0000       950.84003      1017.22717 
       429.0000       950.96985      1017.37958 
       430.0000       951.09821      1017.53198 
       431.0000       951.22723      1017.68439 
       432.0000       951.35724      1017.83679 
       433.0000       951.48889      1017.98920 
       434.0000       951.62201      1018.14160 
       435.0000       951.75684      1018.29401 
       436.0000       951.89301      1018.44641 
       437.0000       952.02948      1018.59882 
       438.0000       952.16571      1018.75122 
       439.0000       952.30109      1018.90363 
       440.0000       952.43549      1019.05603 
       441.0000       952.56952      1019.20837 
       442.0000       952.70319      1019.36078 
       443.0000       952.83661      1019.51318 
       444.0000       952.96771      1019.66559 
       445.0000       953.09485      1019.81799 
       446.0000       953.22327      1019.97040 
       447.0000       953.35461      1020.12280 
       448.0000       953.49060      1020.27521 
       449.0000       953.63220      1020.42761 
       450.0000       953.77606      1020.58002 
       451.0000       953.91882      1020.73242 
       452.0000       954.05817      1020.88483 
       453.0000       954.19342      1021.03717 
       454.0000       954.32556      1021.18958 
       455.0000       954.45667      1021.34198 
       456.0000       954.58868      1021.49438 
       457.0000       954.72339      1021.64679 
       458.0000       954.86157      1021.79919 
       459.0000       955.00342      1021.95160 
       460.0000       955.14746      1022.10400 
       461.0000       955.29272      1022.25641 
       462.0000       955.43671      1022.40881 
       463.0000       955.57880      1022.56122 
       464.0000       955.72168      1022.71362 
       465.0000       955.86389      1022.86603 
       466.0000       956.00653      1023.01837 
       467.0000       956.15039      1023.17078 
       468.0000       956.29358      1023.32318 
       469.0000       956.43549      1023.47559 
       470.0000       956.57654      1023.62799 
       471.0000       956.71704      1023.78040 
       472.0000       956.85663      1023.93280 
       473.0000       956.99255      1024.08521 
       474.0000       957.12402      1024.23755 
       475.0000       957.24969      1024.39001 
       476.0000       957.36804      1024.54236 
       477.0000       957.48102      1024.69482 
       478.0000       957.59174      1024.84717 
       479.0000       957.70258      1024.99963 
       480.0000       957.81934      1025.15198 
       481.0000       957.94293      1025.30444 
       482.0000       958.06897      1025.45679 
       483.0000       958.19318      1025.60925 
       484.0000       958.31317      1025.76160 
       485.0000       958.42883      1025.91394 
       486.0000       958.54211      1026.06641 
       487.0000       958.65686      1026.21875 
       488.0000       958.77722      1026.37122 
       489.0000       958.90533      1026.52356 
       490.0000       959.04114      1026.67603 
       491.0000       959.17896      1026.82837 
       492.0000       959.31519      1026.98083 
       493.0000       959.44928      1027.13318 
       494.0000       959.58325      1027.28564 
       495.0000       959.72058      1027.43799 
       496.0000       959.86237      1027.59045 
       497.0000       960.00598      1027.74280 
       498.0000       960.14935      1027.89514 
       499.0000       960.29047      1028.04761 
       500.0000       960.42798      1028.19995 
       501.0000       960.56250      1028.35242 
       502.0000       960.69519      1028.50476 
       503.0000       960.82654      1028.65723 
       504.0000       960.95673      1028.80957 
       505.0000       961.08673      1028.96204 
       506.0000       961.21759      1029.11438 
       507.0000       961.35059      1029.26685 
       508.0000       961.48560      1029.41919 
       509.0000       961.62061      1029.57166 
       510.0000       961.75348      1029.72400 
       511.0000       961.88483      1029.87634 
       512.0000       962.01703      1030.02881 
       513.0000       962.15234      1030.18115 
       514.0000       962.29095      1030.33362 
       515.0000       962.43115      1030.48596 
       516.0000       962.57220      1030.63843 
       517.0000       962.71539      1030.79077 
       518.0000       962.86261      1030.94324 
       519.0000       963.01367      1031.09558 
       520.0000       963.16516      1031.24805 
       521.0000       963.31042      1031.40039 
       522.0000       963.44501      1031.55286 
       523.0000       963.57141      1031.70520 
       524.0000       963.69617      1031.85754 
       525.0000       963.82544      1032.01001 
       526.0000       963.96307      1032.16235 
       527.0000       964.10724      1032.31482 
       528.0000       964.25317      1032.46716 
       529.0000       964.40063      1032.61963 
       530.0000       964.54834      1032.77197 
       531.0000       964.69354      1032.92444 
       532.0000       964.83441      1033.07678 
       533.0000       964.97003      1033.22925 
       534.0000       965.10040      1033.38159 
       535.0000       965.22827      1033.53406 
       536.0000       965.35504      1033.68640 
       537.0000       965.48181      1033.83875 
       538.0000       965.60992      1033.99121 
       539.0000       965.73969      1034.14355 
       540.0000       965.87000      1034.29602 
       541.0000       966.00159      1034.44836 
       542.0000       966.13214      1034.60083 
       543.0000       966.26086      1034.75317 
       544.0000       966.38953      1034.90564 
       545.0000       966.51886      1035.05798 
       546.0000       966.64923      1035.21045 
       547.0000       966.78009      1035.36279 
       548.0000       966.90973      1035.51526 
       549.0000       967.03699      1035.66760 
       550.0000       967.16254      1035.81995 
       551.0000       967.28827      1035.97241 
       552.0000       967.41467      1036.12476 
       553.0000       967.54169      1036.27722 
       554.0000       967.66919      1036.42957 
       555.0000       967.79633      1036.58203 
       556.0000       967.92224      1036.73438 
       557.0000       968.04681      1036.88684 
       558.0000       968.16956      1037.03918 
       559.0000       968.29193      1037.19165 
       560.0000       968.41504      1037.34399 
       561.0000       968.54004      1037.49646 
       562.0000       968.66547      1037.64880 
       563.0000       968.78949      1037.80115 
       564.0000       968.91260      1037.95361 
       565.0000       969.03680      1038.10596 
       566.0000       969.16479      1038.25842 
       567.0000       969.29736      1038.41077 
       568.0000       969.43042      1038.56323 
       569.0000       969.56213      1038.71558 
       570.0000       969.69092      1038.86804 
       571.0000       969.81879      1039.02039 
       572.0000       969.94806      1039.17285 
       573.0000       970.07898      1039.32520 
       574.0000       970.21100      1039.47766 
       575.0000       970.34094      1039.63000 
       576.0000       970.46692      1039.78235 
       577.0000       970.58740      1039.93481 
       578.0000       970.70325      1040.08716 
       579.0000       970.81769      1040.23962 
       580.0000       970.93359      1040.39197 
       581.0000       971.05182      1040.54443 
       582.0000       971.17163      1040.69678 
       583.0000       971.29187      1040.84924 
       584.0000       971.41193      1041.00159 
       585.0000       971.53125      1041.15405 
       586.0000       971.64886      1041.30640 
       587.0000       971.76385      1041.45874 
       588.0000       971.87616      1041.61121 
       589.0000       971.98688      1041.76355 
       590.0000       972.09888      1041.91602 
       591.0000       972.21332      1042.06836 
       592.0000       972.32996      1042.22083 
       593.0000       972.44763      1042.37317 
       594.0000       972.56512      1042.52563 
       595.0000       972.68274      1042.67798 
       596.0000       972.80121      1042.83044 
       597.0000       972.91974      1042.98279 
       598.0000       973.03760      1043.13525 
       599.0000       973.15302      1043.28760 
       600.0000       973.26654      1043.43994 
       601.0000       973.37909      1043.59241 
       602.0000       973.49182      1043.74475 
       603.0000       973.60657      1043.89722 
       604.0000       973.72430      1044.04956 
       605.0000       973.84552      1044.20203 
       606.0000       973.97015      1044.35437 
       607.0000       974.09692      1044.50684 
       608.0000       974.22412      1044.65918 
       609.0000       974.35052      1044.81165 
       610.0000       974.47595      1044.96399 
       611.0000       974.59979      1045.11646 
       612.0000       974.72229      1045.26880 
       613.0000       974.84430      1045.42114 
       614.0000       974.96667      1045.57361 
       615.0000       975.09064      1045.72595 
       616.0000       975.21606      1045.87842 
       617.0000       975.34155      1046.03076 
       618.0000       975.46582      1046.18323 
       619.0000       975.58795      1046.33557 
       620.0000       975.70831      1046.48804 
       621.0000       975.82727      1046.64038 
       622.0000       975.94617      1046.79285 
       623.0000       976.06567      1046.94519 
       624.0000       976.18610      1047.09766 
       625.0000       976.30780      1047.25000 
       626.0000       976.42944      1047.40234 
       627.0000       976.54993      1047.55481 
       628.0000       976.66797      1047.70715 
       629.0000       976.78461      1047.85962 
       630.0000       976.90167      1048.01196 
       631.0000       977.02161      1048.16443 
       632.0000       977.14484      1048.31677 
       633.0000       977.27136      1048.46924 
       634.0000       977.40063      1048.62158 
       635.0000       977.53137      1048.77405 
       636.0000       977.66254      1048.92639 
       637.0000       977.79315      1049.07886 
       638.0000       977.92212      1049.23120 
       639.0000       978.04834      1049.38354 
       640.0000       978.17145      1049.53601 
       641.0000       978.29205      1049.68835 
       642.0000       978.41132      1049.84082 
       643.0000       978.53040      1049.99316 
       644.0000       978.65039      1050.14563 
       645.0000       978.77216      1050.29797 
       646.0000       978.89594      1050.45044 
       647.0000       979.02240      1050.60278 
       648.0000       979.15118      1050.75525 
       649.0000       979.28217      1050.90759 
       650.0000       979.41431      1051.06006 
       651.0000       979.54669      1051.21240 
       652.0000       979.67865      1051.36475 
       653.0000       979.80957      1051.51721 
       654.0000       979.93884      1051.66956 
       655.0000       980.06567      1051.82202 
       656.0000       980.18994      1051.97437 
       657.0000       980.31140      1052.12683 
       658.0000       980.43042      1052.27917 
       659.0000       980.54779      1052.43164 
